mouse_symbol	human_symbol
H3c4	H3C13
H3c4	H3C14
H3c4	H3C15
H3c6	H3C13
H3c6	H3C14
H3c6	H3C15
H3c7	H3C13
H3c7	H3C14
H3c7	H3C15
H3c8	H3C1
H3c8	H3C10
H3c8	H3C11
H3c8	H3C12
H3c8	H3C2
H3c8	H3C3
H3c8	H3C4
H3c8	H3C6
H3c8	H3C7
H3c8	H3C8
H3f3a	H3-3A
H3f3a	H3-5
H3f3b	H3-3B
H3f3b	H3-5
H3f4	H3-4
H4c1	H4C1
H4c1	H4C11
H4c1	H4C12
H4c1	H4C13
H4c1	H4C14
H4c1	H4C15
H4c1	H4C16
H4c1	H4C2
H4c1	H4C3
H4c1	H4C4
H4c1	H4C5
H4c1	H4C6
H4c1	H4C8
H4c1	H4C9
H4c11	H4C1
H4c11	H4C11
H4c11	H4C12
H4c11	H4C13
H4c11	H4C14
H4c11	H4C15
H4c11	H4C16
H4c11	H4C2
H4c11	H4C3
H4c11	H4C4
H4c11	H4C5
H4c11	H4C6
H4c11	H4C8
H4c11	H4C9
H4c12	H4C1
H4c12	H4C11
H4c12	H4C12
H4c12	H4C13
H4c12	H4C14
H4c12	H4C15
H4c12	H4C16
H4c12	H4C2
H4c12	H4C3
H4c12	H4C4
H4c12	H4C5
H4c12	H4C6
H4c12	H4C8
H4c12	H4C9
H4c14	H4C1
H4c14	H4C11
H4c14	H4C12
H4c14	H4C13
H4c14	H4C14
H4c14	H4C15
H4c14	H4C16
H4c14	H4C2
H4c14	H4C3
H4c14	H4C4
H4c14	H4C5
H4c14	H4C6
H4c14	H4C8
H4c14	H4C9
H4c16	H4C1
H4c16	H4C11
H4c16	H4C12
H4c16	H4C13
H4c16	H4C14
H4c16	H4C15
H4c16	H4C16
H4c16	H4C2
H4c16	H4C3
H4c16	H4C4
H4c16	H4C5
H4c16	H4C6
H4c16	H4C8
H4c16	H4C9
H4c17	H4C1
H4c17	H4C11
H4c17	H4C12
H4c17	H4C13
H4c17	H4C14
H4c17	H4C15
H4c17	H4C16
H4c17	H4C2
H4c17	H4C3
H4c17	H4C4
H4c17	H4C5
H4c17	H4C6
H4c17	H4C8
H4c17	H4C9
H4c18	H4C1
H4c18	H4C11
H4c18	H4C12
H4c18	H4C13
H4c18	H4C14
H4c18	H4C15
H4c18	H4C16
H4c18	H4C2
H4c18	H4C3
H4c18	H4C4
H4c18	H4C5
H4c18	H4C6
H4c18	H4C8
H4c18	H4C9
H4c2	H4C1
H4c2	H4C11
H4c2	H4C12
H4c2	H4C13
H4c2	H4C14
H4c2	H4C15
H4c2	H4C16
H4c2	H4C2
H4c2	H4C3
H4c2	H4C4
H4c2	H4C5
H4c2	H4C6
H4c2	H4C8
H4c2	H4C9
H4c3	H4C1
H4c3	H4C11
H4c3	H4C12
H4c3	H4C13
H4c3	H4C14
H4c3	H4C15
H4c3	H4C16
H4c3	H4C2
H4c3	H4C3
H4c3	H4C4
H4c3	H4C5
H4c3	H4C6
H4c3	H4C8
H4c3	H4C9
H4c4	H4C1
H4c4	H4C11
H4c4	H4C12
H4c4	H4C13
H4c4	H4C14
H4c4	H4C15
H4c4	H4C16
H4c4	H4C2
H4c4	H4C3
H4c4	H4C4
H4c4	H4C5
H4c4	H4C6
H4c4	H4C8
H4c4	H4C9
H4c6	H4C1
H4c6	H4C11
H4c6	H4C12
H4c6	H4C13
H4c6	H4C14
H4c6	H4C15
H4c6	H4C16
H4c6	H4C2
H4c6	H4C3
H4c6	H4C4
H4c6	H4C5
H4c6	H4C6
H4c6	H4C8
H4c6	H4C9
H4c8	H4C1
H4c8	H4C11
H4c8	H4C12
H4c8	H4C13
H4c8	H4C14
H4c8	H4C15
H4c8	H4C16
H4c8	H4C2
H4c8	H4C3
H4c8	H4C4
H4c8	H4C5
H4c8	H4C6
H4c8	H4C8
H4c8	H4C9
H4c9	H4C1
H4c9	H4C11
H4c9	H4C12
H4c9	H4C13
H4c9	H4C14
H4c9	H4C15
H4c9	H4C16
H4c9	H4C2
H4c9	H4C3
H4c9	H4C4
H4c9	H4C5
H4c9	H4C6
H4c9	H4C8
H4c9	H4C9
H60b	RAET1E
H6pd	H6PD
Haao	HAAO
Habp2	HABP2
Habp4	HABP4
Hacd1	HACD1
Hacd2	HACD2
Hacd3	HACD3
Hacd4	HACD4
Hace1	HACE1
Hacl1	HACL1
Hacl2	HACL2
Hadh	HADH
Hadha	HADHA
Hadhb	HADHB
Hagh	HAGH
Haghl	HAGHL
Hal	HAL
Hamp	HAMP
Hamp2	HAMP
Hand1	HAND1
Hand2	HAND2
Hao1	HAO1
Hao2	HAO2
Hap1	HAP1
Hapln1	HAPLN1
Hapln2	HAPLN2
Hapln3	HAPLN3
Hapln4	HAPLN4
Hapstr1	HAPSTR1
Hapstr2	HAPSTR2
Harbi1	HARBI1
Hars1	HARS1
Hars2	HARS2
Has1	HAS1
Has2	HAS2
Has3	HAS3
Haspin	HASPIN
Hat1	HAT1
Haus1	HAUS1
Haus2	HAUS2
Haus3	HAUS3
Haus4	HAUS4
Haus5	HAUS5
Haus6	HAUS6
Haus7	HAUS7
Haus8	HAUS8
Havcr1	HAVCR1
Havcr2	HAVCR2
Hax1	HAX1
Hba-a1	HBA1
Hba-a1	HBA2
Hba-a2	HBA1
Hba-a2	HBA2
Hba-x	HBZ
Hbb-b1	HBB
Hbb-b1	HBD
Hbb-b2	HBB
Hbb-b2	HBD
Hbb-bh0	HBG1
Hbb-bh0	HBG2
Hbb-bh1	HBG1
Hbb-bh1	HBG2
Hbb-bh2	HBB
Hbb-bh2	HBD
Hbb-bs	HBB
Hbb-bs	HBD
Hbb-bt	HBB
Hbb-bt	HBD
Hbb-y	HBE1
Hbegf	HBEGF
Hbp1	HBP1
Hbq1a	HBQ1
Hbq1b	HBQ1
Hbs1l	HBS1L
Hc	C5
Hcar1	HCAR1
Hcar2	HCAR2
Hcar2	HCAR3
Hccs	HCCS
Hcfc1	HCFC1
Hcfc1r1	HCFC1R1
Hcfc2	HCFC2
Hck	HCK
Hcls1	HCLS1
Hcn1	HCN1
Hcn2	HCN2
Hcn3	HCN3
Hcn4	HCN4
Hcrt	HCRT
Hcrtr1	HCRTR1
Hcrtr2	HCRTR2
Hcst	HCST
Hdac1	HDAC1
Hdac10	HDAC10
Hdac11	HDAC11
Hdac2	HDAC2
Hdac3	HDAC3
Hdac4	HDAC4
Hdac5	HDAC5
Hdac6	HDAC6
Hdac7	HDAC7
Hdac8	HDAC8
Hdac9	HDAC9
Hdc	HDC
Hddc2	HDDC2
Hddc3	HDDC3
Hdgf	HDGF
Hdgfl1	HDGFL1
Hdgfl2	HDGFL2
Hdgfl3	HDGFL3
Hdhd2	HDHD2
Hdhd3	HDHD3
Hdhd5	HDHD5
Hdlbp	HDLBP
Hdx	HDX
Heatr1	HEATR1
Heatr3	HEATR3
Heatr4	HEATR4
Heatr5a	HEATR5A
Heatr5b	HEATR5B
Heatr6	HEATR6
Heatr9	HEATR9
Hebp1	HEBP1
Hebp2	HEBP2
Heca	HECA
Hectd1	HECTD1
Hectd2	HECTD2
Hectd3	HECTD3
Hectd4	HECTD4
Hecw1	HECW1
Hecw2	HECW2
Heg1	HEG1
Helb	HELB
Hells	HELLS
Helq	HELQ
Helt	HELT
Helz	HELZ
Helz2	HELZ2
Hemgn	HEMGN
Hemk1	HEMK1
Hemk2	HEMK2
Henmt1	HENMT1
Hepacam	HEPACAM
Hepacam2	HEPACAM2
Heph	HEPH
Hephl1	HEPHL1
Herc1	HERC1
Herc2	HERC2
Herc3	HERC3
Herc4	HERC4
Herc6	HERC6
Herpud1	HERPUD1
Herpud2	HERPUD2
Hes1	HES1
Hes2	HES2
Hes3	HES3
Hes5	HES5
Hes6	HES6
Hes7	HES7
Hesx1	HESX1
Hexa	HEXA
Hexb	HEXB
Hexd	HEXD
Hexim1	HEXIM1
Hexim2	HEXIM2
Hey1	HEY1
Hey2	HEY2
Heyl	HEYL
Hfe	HFE
Hfm1	HFM1
Hgd	HGD
Hgf	HGF
Hgfac	HGFAC
Hgh1	HGH1
Hgs	HGS
Hgsnat	HGSNAT
Hhat	HHAT
Hhatl	HHATL
Hhex	HHEX
Hhip	HHIP
Hhipl1	HHIPL1
Hhipl2	HHIPL2
Hhla1	HHLA1
Hibadh	HIBADH
Hibch	HIBCH
Hic1	HIC1
Hic2	HIC2
Hid1	HID1
Hif1a	HIF1A
Hif1an	HIF1AN
Hif3a	HIF3A
Higd1a	HIGD1A
Higd1b	HIGD1B
Higd1c	HIGD1C
Higd2a	HIGD2A
Higd2a	HIGD2B
Hikeshi	HIKESHI
Hilpda	HILPDA
Hinfp	HINFP
Hint1	HINT1
Hint2	HINT2
Hint3	HINT3
Hip1	HIP1
Hip1r	HIP1R
Hipk1	HIPK1
Hipk2	HIPK2
Hipk3	HIPK3
Hipk4	HIPK4
Hira	HIRA
Hirip3	HIRIP3
Hivep1	HIVEP1
Hivep2	HIVEP2
Hivep3	HIVEP3
Hjurp	HJURP
Hjv	HJV
Hk1	HK1
Hk2	HK2
Hk3	HK3
Hkdc1	HKDC1
Hlcs	HLCS
Hlf	HLF
Hltf	HLTF
Hlx	HLX
Hmbox1	HMBOX1
Hmbs	HMBS
Hmces	HMCES
Hmcn1	HMCN1
Hmcn2	HMCN2
Hmg20a	HMG20A
Hmg20b	HMG20B
Hmga1	HMGA1
Hmga1b	HMGA1
Hmga2	HMGA2
Hmgb1	HMGB1
Hmgb2	HMGB2
Hmgb3	HMGB3
Hmgb4	HMGB4
Hmgcl	HMGCL
Hmgcll1	HMGCLL1
Hmgcr	HMGCR
Hmgcs1	HMGCS1
Hmgcs2	HMGCS2
Hmgn1	HMGN1
Hmgn2	HMGN2
Hmgn3	HMGN3
Hmgn5	HMGN5
Hmgxb3	HMGXB3
Hmgxb4	HMGXB4
Hmmr	HMMR
Hmox1	HMOX1
Hmox2	HMOX2
Hmx1	HMX1
Hmx2	HMX2
Hmx3	HMX3
Hnf1a	HNF1A
Hnf1b	HNF1B
Hnf4a	HNF4A
Hnf4g	HNF4G
Hnmt	HNMT
Hnrnpa0	HNRNPA0
Hnrnpa1	HNRNPA1
Hnrnpa1	HNRNPA1L2
Hnrnpa1	HNRNPA1L3
Hnrnpa2b1	HNRNPA2B1
Hnrnpa3	HNRNPA3
Hnrnpab	HNRNPAB
Hnrnpc	HNRNPC
Hnrnpc	HNRNPCL1
Hnrnpc	HNRNPCL2
Hnrnpc	HNRNPCL4
Hnrnpd	HNRNPD
Hnrnpdl	HNRNPDL
Hnrnpf	HNRNPF
Hnrnph1	HNRNPH1
Hnrnph2	HNRNPH2
Hnrnph3	HNRNPH3
Hnrnpk	HNRNPK
Hnrnpl	HNRNPL
Hnrnpll	HNRNPLL
Hnrnpm	HNRNPM
Hnrnpr	HNRNPR
Hnrnpu	HNRNPU
Hnrnpul1	HNRNPUL1
Hnrnpul2	HNRNPUL2
Hoatz	HOATZ
Hoga1	HOGA1
Homer1	HOMER1
Homer2	HOMER2
Homer3	HOMER3
Homez	HOMEZ
Hook1	HOOK1
Hook2	HOOK2
Hook3	HOOK3
Hopx	HOPX
Hormad1	HORMAD1
Hormad2	HORMAD2
Hotair	HOTAIR
Hotairm1	HOTAIRM1
Hottip	HOTTIP
Hoxa1	HOXA1
Hoxa10	HOXA10
Hoxa11	HOXA11
Hoxa11os	HOXA11-AS
Hoxa13	HOXA13
Hoxa2	HOXA2
Hoxa3	HOXA3
Hoxa4	HOXA4
Hoxa5	HOXA5
Hoxa6	HOXA6
Hoxa7	HOXA7
Hoxa9	HOXA9
Hoxaas3	HOXA-AS3
Hoxb1	HOXB1
Hoxb13	HOXB13
Hoxb2	HOXB2
Hoxb3	HOXB3
Hoxb4	HOXB4
Hoxb5	HOXB5
Hoxb6	HOXB6
Hoxb7	HOXB7
Hoxb8	HOXB8
Hoxb9	HOXB9
Hoxc10	HOXC10
Hoxc11	HOXC11
Hoxc12	HOXC12
Hoxc13	HOXC13
Hoxc4	HOXC4
Hoxc5	HOXC5
Hoxc6	HOXC6
Hoxc8	HOXC8
Hoxc9	HOXC9
Hoxd1	HOXD1
Hoxd10	HOXD10
Hoxd11	HOXD11
Hoxd12	HOXD12
Hoxd13	HOXD13
Hoxd3	HOXD3
Hoxd4	HOXD4
Hoxd8	HOXD8
Hoxd9	HOXD9
Hp	HP
Hp	HPR
Hp1bp3	HP1BP3
Hpca	HPCA
Hpcal1	HPCAL1
Hpcal4	HPCAL4
Hpd	HPD
Hpdl	HPDL
Hpf1	HPF1
Hpgd	HPGD
Hpgds	HPGDS
Hpn	HPN
Hprt1	HPRT1
Hps1	HPS1
Hps3	HPS3
Hps4	HPS4
Hps5	HPS5
Hps6	HPS6
Hpse	HPSE
Hpse2	HPSE2
Hpx	HPX
Hr	HR
Hras	HRAS
Hrc	HRC
Hrct1	HRCT1
Hrg	HRG
Hrh1	HRH1
Hrh2	HRH2
Hrh3	HRH3
Hrh4	HRH4
Hrk	HRK
Hrnr	HRNR
Hrob	HROB
Hs1bp3	HS1BP3
Hs2st1	HS2ST1
Hs3st1	HS3ST1
Hs3st2	HS3ST2
Hs3st3a1	HS3ST3A1
Hs3st3b1	HS3ST3B1
Hs3st4	HS3ST4
Hs3st5	HS3ST5
Hs3st6	HS3ST6
Hs6st1	HS6ST1
Hs6st2	HS6ST2
Hs6st3	HS6ST3
Hsbp1	HSBP1
Hsbp1l1	HSBP1L1
Hscb	HSCB
Hsd11b1	HSD11B1
Hsd11b2	HSD11B2
Hsd17b1	HSD17B1
Hsd17b10	HSD17B10
Hsd17b11	HSD17B11
Hsd17b12	HSD17B12
Hsd17b13	HSD17B13
Hsd17b14	HSD17B14
Hsd17b2	HSD17B2
Hsd17b3	HSD17B3
Hsd17b4	HSD17B4
Hsd17b6	HSD17B6
Hsd17b7	HSD17B7
Hsd17b8	HSD17B8
Hsd3b1	HSD3B1
Hsd3b1	HSD3B2
Hsd3b2	HSD3B1
Hsd3b2	HSD3B2
Hsd3b3	HSD3B1
Hsd3b3	HSD3B2
Hsd3b4	HSD3B1
Hsd3b4	HSD3B2
Hsd3b5	HSD3B1
Hsd3b5	HSD3B2
Hsd3b6	HSD3B1
Hsd3b6	HSD3B2
Hsd3b7	HSD3B7
Hsd3b8	HSD3B1
Hsd3b8	HSD3B2
Hsd3b9	HSD3B1
Hsd3b9	HSD3B2
Hsdl1	HSDL1
Hsdl2	HSDL2
Hsf1	HSF1
Hsf2	HSF2
Hsf2bp	HSF2BP
Hsf4	HSF4
Hsf5	HSF5
Hsfy2	HSFY1
Hsfy2	HSFY2
Hsh2d	HSH2D
Hsp90aa1	HSP90AA1
Hsp90aa1	HSP90AA4P
Hsp90ab1	HSP90AB1
Hsp90ab1	HSP90AB3P
Hsp90b1	HSP90B1
Hsp90b1	HSP90B2P
Hspa12a	HSPA12A
Hspa12b	HSPA12B
Hspa13	HSPA13
Hspa14	HSPA14
Hspa1a	HSPA1A
Hspa1b	HSPA1B
Hspa1l	HSPA1L
Hspa2	HSPA2
Hspa4	HSPA4
Hspa4l	HSPA4L
Hspa5	HSPA5
Hspa8	HSPA8
Hspa9	HSPA9
Hspb1	HSPB1
Hspb2	HSPB2
Hspb3	HSPB3
Hspb6	HSPB6
Hspb7	HSPB7
Hspb8	HSPB8
Hspb9	HSPB9
Hspbap1	HSPBAP1
Hspbp1	HSPBP1
Hspd1	HSPD1
Hspe1	HSPE1
Hspe1-rs1	HSPE1
Hspg2	HSPG2
Hsph1	HSPH1
Htatip2	HTATIP2
Htatsf1	HTATSF1
Htr1a	HTR1A
Htr1b	HTR1B
Htr1d	HTR1D
Htr1f	HTR1F
Htr2a	HTR2A
Htr2b	HTR2B
Htr2c	HTR2C
Htr3a	HTR3A
Htr3b	HTR3B
Htr4	HTR4
Htr5a	HTR5A
Htr6	HTR6
Htr7	HTR7
Htra1	HTRA1
Htra2	HTRA2
Htra3	HTRA3
Htra4	HTRA4
Htt	HTT
Hunk	HUNK
Hus1	HUS1
Hus1b	HUS1B
Huwe1	HUWE1
Hvcn1	HVCN1
Hyal1	HYAL1
Hyal2	HYAL2
Hyal3	HYAL3
Hyal4	HYAL4
Hyal5	SPAM1
Hyal6	HYAL6P
Hycc1	HYCC1
Hycc2	HYCC2
Hydin	HYDIN
Hyi	HYI
Hykk	HYKK
Hyls1	HYLS1
Hymai	HYMAI
Hyou1	HYOU1
Hypk	HYPK
I830077J02Rik	C1orf162
Iah1	IAH1
Iapp	IAPP
Iars1	IARS1
Iars2	IARS2
Iba57	IBA57
Ibsp	IBSP
Ibtk	IBTK
Ica1	ICA1
Ica1l	ICA1L
Icam1	ICAM1
Icam2	ICAM2
Icam4	ICAM4
Icam5	ICAM5
Ice1	ICE1
Ice2	ICE2
Icmt	ICMT
Icos	ICOS
Icosl	ICOSLG
Id1	ID1
Id2	ID2
Id3	ID3
Id4	ID4
Ide	IDE
Idh1	IDH1
Idh2	IDH2
Idh3a	IDH3A
Idh3b	IDH3B
Idh3g	IDH3G
Idi1	IDI1
Idi2	IDI2
Idnk	IDNK
Ido1	IDO1
Ido2	IDO2
Ids	IDS
Idua	IDUA
Ier2	IER2
Ier3	IER3
Ier3ip1	IER3IP1
Ier5	IER5
Ier5l	IER5L
Iffo1	IFFO1
Iffo2	IFFO2
Ifi202b	IFI16
Ifi202b	PYHIN1
Ifi204	MNDA
Ifi204	PYHIN1
Ifi205	MNDA
Ifi205	PYHIN1
Ifi207	IFI16
Ifi211	MNDA
Ifi211	PYHIN1
Ifi27	IFI27
Ifi27	IFI27L1
Ifi27	IFI27L2
Ifi27l2a	IFI27
Ifi27l2a	IFI27L1
Ifi27l2a	IFI27L2
Ifi27l2b	IFI27
Ifi27l2b	IFI27L1
Ifi27l2b	IFI27L2
Ifi30	IFI30
Ifi35	IFI35
Ifi44	IFI44
Ifi44l	IFI44L
Ifih1	IFIH1
Ifit1	IFIT1
Ifit1	IFIT1B
Ifit1bl1	IFIT1
Ifit1bl1	IFIT1B
Ifit1bl2	IFIT1
Ifit1bl2	IFIT1B
Ifit2	IFIT2
Ifit3	IFIT3
Ifit3b	IFIT3
Ifitm1	IFITM1
Ifitm1	IFITM3
Ifitm10	IFITM10
Ifitm2	IFITM2
Ifitm2	IFITM3
Ifitm3	IFITM3
Ifitm5	IFITM5
Ifitm6	IFITM3
Ifitm7	IFITM3
Ifna1	IFNA1
Ifna1	IFNA10
Ifna1	IFNA13
Ifna1	IFNA14
Ifna1	IFNA16
Ifna1	IFNA17
Ifna1	IFNA2
Ifna1	IFNA21
Ifna1	IFNA4
Ifna1	IFNA5
Ifna1	IFNA6
Ifna1	IFNA7
Ifna1	IFNA8
Ifna11	IFNA1
Ifna11	IFNA10
Ifna11	IFNA13
Ifna11	IFNA14
Ifna11	IFNA16
Ifna11	IFNA17
Ifna11	IFNA2
Ifna11	IFNA21
Ifna11	IFNA4
Ifna11	IFNA5
Ifna11	IFNA6
Ifna11	IFNA7
Ifna11	IFNA8
Ifna12	IFNA1
Ifna12	IFNA10
Ifna12	IFNA13
Ifna12	IFNA14
Ifna12	IFNA16
Ifna12	IFNA17
Ifna12	IFNA2
Ifna12	IFNA21
Ifna12	IFNA4
Ifna12	IFNA5
Ifna12	IFNA6
Ifna12	IFNA7
Ifna12	IFNA8
Ifna13	IFNA1
Ifna13	IFNA10
Ifna13	IFNA13
Ifna13	IFNA14
Ifna13	IFNA16
Ifna13	IFNA17
Ifna13	IFNA2
Ifna13	IFNA21
Ifna13	IFNA4
Ifna13	IFNA5
Ifna13	IFNA6
Ifna13	IFNA7
Ifna13	IFNA8
Ifna14	IFNA1
Ifna14	IFNA10
Ifna14	IFNA13
Ifna14	IFNA14
Ifna14	IFNA16
Ifna14	IFNA17
Ifna14	IFNA2
Ifna14	IFNA21
Ifna14	IFNA4
Ifna14	IFNA5
Ifna14	IFNA6
Ifna14	IFNA7
Ifna14	IFNA8
Ifna15	IFNA1
Ifna15	IFNA10
Ifna15	IFNA13
Ifna15	IFNA14
Ifna15	IFNA16
Ifna15	IFNA17
Ifna15	IFNA2
Ifna15	IFNA21
Ifna15	IFNA4
Ifna15	IFNA5
Ifna15	IFNA6
Ifna15	IFNA7
Ifna15	IFNA8
Ifna16	IFNA1
Ifna16	IFNA10
Ifna16	IFNA13
Ifna16	IFNA14
Ifna16	IFNA16
Ifna16	IFNA17
Ifna16	IFNA2
Ifna16	IFNA21
Ifna16	IFNA4
Ifna16	IFNA5
Ifna16	IFNA6
Ifna16	IFNA7
Ifna16	IFNA8
Ifna2	IFNA1
Ifna2	IFNA10
Ifna2	IFNA13
Ifna2	IFNA14
Ifna2	IFNA16
Ifna2	IFNA17
Ifna2	IFNA2
Ifna2	IFNA21
Ifna2	IFNA4
Ifna2	IFNA5
Ifna2	IFNA6
Ifna2	IFNA7
Ifna2	IFNA8
Ifna4	IFNA1
Ifna4	IFNA10
Ifna4	IFNA13
Ifna4	IFNA14
Ifna4	IFNA16
Ifna4	IFNA17
Ifna4	IFNA2
Ifna4	IFNA21
Ifna4	IFNA4
Ifna4	IFNA5
Ifna4	IFNA6
Ifna4	IFNA7
Ifna4	IFNA8
Ifna5	IFNA1
Ifna5	IFNA10
Ifna5	IFNA13
Ifna5	IFNA14
Ifna5	IFNA16
Ifna5	IFNA17
Ifna5	IFNA2
Ifna5	IFNA21
Ifna5	IFNA4
Ifna5	IFNA5
Ifna5	IFNA6
Ifna5	IFNA7
Ifna5	IFNA8
Ifna6	IFNA1
Ifna6	IFNA10
Ifna6	IFNA13
Ifna6	IFNA14
Ifna6	IFNA16
Ifna6	IFNA17
Ifna6	IFNA2
Ifna6	IFNA21
Ifna6	IFNA4
Ifna6	IFNA5
Ifna6	IFNA6
Ifna6	IFNA7
Ifna6	IFNA8
Ifna7	IFNA1
Ifna7	IFNA10
Ifna7	IFNA13
Ifna7	IFNA14
Ifna7	IFNA16
Ifna7	IFNA17
Ifna7	IFNA2
Ifna7	IFNA21
Ifna7	IFNA4
Ifna7	IFNA5
Ifna7	IFNA6
Ifna7	IFNA7
Ifna7	IFNA8
Ifna9	IFNA1
Ifna9	IFNA10
Ifna9	IFNA13
Ifna9	IFNA14
Ifna9	IFNA16
Ifna9	IFNA17
Ifna9	IFNA2
Ifna9	IFNA21
Ifna9	IFNA4
Ifna9	IFNA5
Ifna9	IFNA6
Ifna9	IFNA7
Ifna9	IFNA8
Ifnab	IFNA1
Ifnab	IFNA10
Ifnab	IFNA13
Ifnab	IFNA14
Ifnab	IFNA16
Ifnab	IFNA17
Ifnab	IFNA2
Ifnab	IFNA21
Ifnab	IFNA4
Ifnab	IFNA5
Ifnab	IFNA6
Ifnab	IFNA7
Ifnab	IFNA8
Ifnar1	IFNAR1
Ifnar2	IFNAR2
Ifnb1	IFNB1
Ifne	IFNE
Ifng	IFNG
Ifngas1	IFNG-AS1
Ifngr1	IFNGR1
Ifngr2	IFNGR2
Ifnk	IFNK
Ifnl2	IFNL1
Ifnl2	IFNL2
Ifnl2	IFNL3
Ifnl3	IFNL1
Ifnl3	IFNL2
Ifnl3	IFNL3
Ifnlr1	IFNLR1
Ifrd1	IFRD1
Ifrd2	IFRD2
Ift122	IFT122
Ift140	IFT140
Ift172	IFT172
Ift20	IFT20
Ift22	IFT22
Ift25	IFT25
Ift27	IFT27
Ift43	IFT43
Ift46	IFT46
Ift52	IFT52
Ift56	IFT56
Ift57	IFT57
Ift70a1	IFT70A
Ift70a2	IFT70A
Ift70a2	IFT70B
Ift70b	IFT70B
Ift74	IFT74
Ift80	IFT80
Ift81	IFT81
Ift88	IFT88
Iftap	IFTAP
Igbp1	IGBP1
Igbp1	IGBP1C
Igbp1b	IGBP1C
Igdcc3	IGDCC3
Igdcc4	IGDCC4
Igf1	IGF1
Igf1r	IGF1R
Igf2	IGF2
Igf2bp1	IGF2BP1
Igf2bp2	IGF2BP2
Igf2bp3	IGF2BP3
Igf2os	IGF2-AS
Igf2r	IGF2R
Igfals	IGFALS
Igfbp1	IGFBP1
Igfbp2	IGFBP2
Igfbp3	IGFBP3
Igfbp4	IGFBP4
Igfbp5	IGFBP5
Igfbp6	IGFBP6
Igfbp7	IGFBP7
Igfbpl1	IGFBPL1
Igfl3	IGFL2
Igfl3	IGFL3
Igfl3	IGFL4
Igflr1	IGFLR1
Igfn1	IGFN1
Igha	IGHA1
Igha	IGHA2
Ighd	IGHD
Ighe	IGHE
Ighg	IGHG1
Ighg	IGHG2
Ighg	IGHG3
Ighg	IGHG4
Ighg1	IGHG1
Ighg1	IGHG2
Ighg1	IGHG3
Ighg1	IGHG4
Ighg2a	IGHG1
Ighg2a	IGHG2
Ighg2a	IGHG3
Ighg2a	IGHG4
Ighg2b	IGHG1
Ighg2b	IGHG2
Ighg2b	IGHG3
Ighg2b	IGHG4
Ighg2c	IGHG1
Ighg2c	IGHG2
Ighg2c	IGHG3
Ighg2c	IGHG4
Ighg3	IGHG1
Ighg3	IGHG2
Ighg3	IGHG3
Ighg3	IGHG4
Ighj1	IGHJ2
Ighj2	IGHJ4
Ighm	IGHM
Ighmbp2	IGHMBP2
Ighv1-11	IGHV1-18
Ighv1-11	IGHV1-24
Ighv1-11	IGHV1-58
Ighv1-12	IGHV1-18
Ighv1-12	IGHV1-24
Ighv1-12	IGHV1-58
Ighv1-15	IGHV1-18
Ighv1-15	IGHV1-38-4
Ighv1-15	IGHV1-58
Ighv1-15	IGHV1OR15-9
Ighv1-16	IGHV1-18
Ighv1-16	IGHV1-58
Ighv1-18	IGHV1-18
Ighv1-18	IGHV1-24
Ighv1-18	IGHV1-58
Ighv1-19	IGHV1-18
Ighv1-19	IGHV1-2
Ighv1-19	IGHV1-24
Ighv1-19	IGHV1-3
Ighv1-19	IGHV1-38-4
Ighv1-19	IGHV1-45
Ighv1-19	IGHV1-46
Ighv1-19	IGHV1-58
Ighv1-19	IGHV1-69
Ighv1-19	IGHV1-69-2
Ighv1-19	IGHV1-69D
Ighv1-19	IGHV1-8
Ighv1-19	IGHV1OR15-1
Ighv1-19	IGHV1OR15-9
Ighv1-19	IGHV1OR21-1
Ighv1-20	IGHV1-18
Ighv1-20	IGHV1-24
Ighv1-20	IGHV1-58
Ighv1-22	IGHV1-18
Ighv1-22	IGHV1-2
Ighv1-22	IGHV1-24
Ighv1-22	IGHV1-3
Ighv1-22	IGHV1-38-4
Ighv1-22	IGHV1-45
Ighv1-22	IGHV1-46
Ighv1-22	IGHV1-58
Ighv1-22	IGHV1-69
Ighv1-22	IGHV1-69-2
Ighv1-22	IGHV1-69D
Ighv1-22	IGHV1-8
Ighv1-22	IGHV1OR15-1
Ighv1-22	IGHV1OR15-9
Ighv1-22	IGHV1OR21-1
Ighv1-23	IGHV1-18
Ighv1-23	IGHV1-38-4
Ighv1-23	IGHV1-58
Ighv1-23	IGHV1OR15-9
Ighv1-24	IGHV1-18
Ighv1-24	IGHV1-58
Ighv1-26	IGHV1-18
Ighv1-26	IGHV1-2
Ighv1-26	IGHV1-24
Ighv1-26	IGHV1-3
Ighv1-26	IGHV1-38-4
Ighv1-26	IGHV1-45
Ighv1-26	IGHV1-46
Ighv1-26	IGHV1-58
Ighv1-26	IGHV1-69
Ighv1-26	IGHV1-69-2
Ighv1-26	IGHV1-69D
Ighv1-26	IGHV1-8
Ighv1-26	IGHV1OR15-1
Ighv1-26	IGHV1OR15-9
Ighv1-26	IGHV1OR21-1
Ighv1-31	IGHV1-18
Ighv1-31	IGHV1-24
Ighv1-31	IGHV1-58
Ighv1-34	IGHV1-18
Ighv1-34	IGHV1-2
Ighv1-34	IGHV1-24
Ighv1-34	IGHV1-3
Ighv1-34	IGHV1-38-4
Ighv1-34	IGHV1-45
Ighv1-34	IGHV1-46
Ighv1-34	IGHV1-58
Ighv1-34	IGHV1-69
